"","Organism Group","Life Stage","Species","Estimated Maximum Ingestible Size (mm)","Level of Biological Organization","Exposure Route","Environment","Acute/Chronic","Exposure Duration (days)","translocatable","Effect Score","Effect Metric","Broad Endpoint Category","Specific Endpoint Category","Empirical Tissue Translocation ERM Conc. (log 10 particles/mL; 1-5,000 um)","Empirical Food Dilution ERM Conc. (log 10 particles/mL; 1-5,000 um)","PA_fraction","PE_fraction","PET_fraction","PLA_fraction","PMMA_fraction","PP_fraction","PS_fraction","PUR_fraction","PVC_fraction","fiber_fraction","fragment_fraction","sphere_fraction"
"223","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"NOEC","Fitness","Growth",6.63655931727306,6.55818282685444,0,0,0,1,0,0,0,0,0,0,1,0
"224","Fish","Adult","Oryzias melastigma",2.76939075388703,"tissue","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Body Condition",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"225","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Behavioral, Sensory, Neurological","Brain Histological Abnormalities",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"226","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.27546713121826,1.84121197712832,0,1,0,0,0,0,0,0,0,0,1,0
"227","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Detoxification",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"228","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"NOEC","Fitness","Mortality",6.63655931727306,6.55818282685444,0,0,0,1,0,0,0,0,0,0,1,0
"229","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"translocatable",6,"NOEC","Fitness","Mortality",6.39492125120709,7.00639415494171,0,1,0,0,0,0,0,0,0,0,0,1
"230","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"NOEC","Metabolism","Oxidative Stress",5.41050225141479,3.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"231","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",1.44552043527663,0.299386111692246,0,1,0,0,0,0,0,0,0,0,1,0
"232","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",6.64850023245643,6.40133172172363,0,1,0,0,0,0,0,0,0,0,1,0
"233","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",4.51485031876261,3.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"234","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"NOEC","Metabolism","Oxidative Stress",5.41050225141479,3.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"235","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"236","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Stress","Stress",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"237","Fish","Adult","Oryzias melastigma",2.76939075388703,"tissue","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Body Condition",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"238","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"239","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Acute",7,"non-translocatable",3,"not_available","Fitness","Growth",1.07278590088215,-0.0078704893915811,0,0,1,0,0,0,0,0,0,0,1,0
"240","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",2,"non-translocatable",6,"NOEC","Fitness","Mortality",2.72543185900617,3.40464676585163,0,0,1,0,0,0,0,0,0,1,0,0
"241","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"not_available","Fitness","Reproduction",1.81802324624991,1.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"242","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Chronic",80,"translocatable",6,"not_available","Fitness","Mortality",0.641033985027007,-2.22725346300648,0,0,0,0,0,0,1,0,0,0,0,1
"243","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",6,"NOEC","Fitness","Mortality",6.67814637584705,3.29847200020041,0,1,0,0,0,0,0,0,0,0,1,0
"244","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Circulatory, Respiratory","Gill Histological Abnormalities",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"245","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"246","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.94953022803332,5.70236171730052,0,1,0,0,0,0,0,0,0,0,1,0
"247","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"translocatable",6,"not_available","Fitness","Mortality",1.70649217933342,0.855227708272695,0,1,0,0,0,0,0,0,0,0,1,0
"248","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"not_available","Fitness","Reproduction",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"249","Fish","Early","Danio rerio",0.4,"organism","water","Freshwater","Acute",20,"translocatable",3,"not_available","Fitness","Body Condition",4.55476334906748,2.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"250","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"251","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"252","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Immune","Immune Other",1.31552673818394,-0.634761464958561,0,1,0,0,0,0,0,0,0,0,1,0
"253","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"non-translocatable",6,"not_available","Fitness","Mortality",6.5065163296581,7.41024530467575,0,1,0,0,0,0,0,0,0,0,0,1
"254","Fish","Adult","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Chronic",60,"translocatable",1,"NOEC","Circulatory, Respiratory","Circulatory",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"255","Fish","Adult","Oryzias melastigma",2.76939075388703,"tissue","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"256","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.05327966578444,2.44445011536153,0,1,0,0,0,0,0,0,0,0,1,0
"257","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"258","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",6,"NOEC","Fitness","Mortality",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"259","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"260","Fish","Adult","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Chronic",60,"translocatable",3,"not_available","Fitness","Development",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"261","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"262","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Detoxification",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"263","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"non-translocatable",6,"NOEC","Fitness","Mortality",4.35390434681821,3.69893452090145,0,0,0,0,0,0,0,0,1,0,1,0
"264","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",6,"not_available","Fitness","Mortality",0.26341426917849,-0.0970435285672009,0,1,0,0,0,0,0,0,0,0,0,1
"265","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"266","Cnidaria","Adult","Hydra attenuata",0.4,"organism","water","Marine","Acute",0.04,"non-translocatable",4,"not_available","Fitness","Reproduction",7.25056022386059,6.85522770844959,0,1,0,0,0,0,0,0,0,0,1,0
"267","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.51485031876261,2.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"268","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"EC50","Fitness","Reproduction",6.69734182367273,6.61896533325412,0,0,0,1,0,0,0,0,0,0,1,0
"269","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"NOEC","Fitness","Reproduction",1.81802324624991,1.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"270","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",3,"NOEC","Fitness","Development",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"271","Crustacea","Adult","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",6,"not_available","Fitness","Mortality",3.09679844927477,1.43077825232444,0,0,1,0,0,0,0,0,0,0,1,0
"272","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",-0.0299072955965146,-3.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"273","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"tissue","water","Marine","Acute",10,"non-translocatable",1,"not_available","Alimentary, Excretory","Digestive Tract Histological Abnormalities",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"274","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",4.69595124697738,5.307424150712,0,1,0,0,0,0,0,0,0,0,0,1
"275","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"tissue","water","Marine","Chronic",42,"non-translocatable",1,"not_available","Fitness","Body Condition",0.894072174478204,-0.186584215795532,0,0,1,0,0,0,0,0,0,0,1,0
"276","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"277","Crustacea","Early","Acartia clausi",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.29605257953326,4.37511331922402,0,1,0,0,0,0,0,0,0,0,1,0
"278","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",6,"LC50","Fitness","Mortality",0.928526006253542,0.568068208507851,0,1,0,0,0,0,0,0,0,0,0,1
"279","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",3,"not_available","Fitness","Development",2.15479039625246,0.488770199302132,0,0,1,0,0,0,0,0,0,0,1,0
"280","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Chronic",80,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",2.64103398502701,-0.227253463006479,0,0,0,0,0,0,1,0,0,0,0,1
"281","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"282","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",4.94953022803332,2.28710618428073,0,1,0,0,0,0,0,0,0,0,1,0
"283","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",6.11996132040405,2.57688516987448,0,1,0,0,0,0,0,0,0,0,1,0
"284","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",6,"not_available","Fitness","Mortality",3.65510784699045,3.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"285","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"286","Fish","Early","Danio rerio",0.4,"organism","water","Freshwater","Acute",20,"translocatable",3,"not_available","Fitness","Growth",3.55476334906748,1.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"287","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",7.04030290204433,6.96192641162572,0,0,0,0,0,0,0,1,0,0,1,0
"288","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"non-translocatable",6,"LOEC","Fitness","Mortality",4.58039377744645,3.88403126637147,0,0,0,0,0,1,0,0,0,0,1,0
"289","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"290","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"not_available","Metabolism","Oxidative Stress",3.55476334906748,1.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"291","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Chronic",42,"non-translocatable",1,"not_available","Behavioral, Sensory, Neurological","Locomotion",0.894072174478204,-0.186584215795532,0,0,1,0,0,0,0,0,0,0,1,0
"292","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"293","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"NOEC","Fitness","Reproduction",3.81802324624991,3.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"294","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",6,"NOEC","Fitness","Mortality",0.577808226400453,0.217350428654762,0,1,0,0,0,0,0,0,0,0,0,1
"295","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"LC50","Fitness","Mortality",5.74139647591376,5.05183938410826,0,1,0,0,0,0,0,0,0,0,0,1
"296","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",2.9697952171554,2.25704646243326,0,0,0,0,0,0,1,0,0,0,0,1
"297","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"not_available","Alimentary, Excretory","Liver Histological Abnormalities",3.55476334906748,1.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"298","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"299","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Chronic",80,"translocatable",3,"not_available","Fitness","Body Condition",0.641033985027007,-2.22725346300648,0,0,0,0,0,0,1,0,0,0,0,1
"300","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"non-translocatable",6,"not_available","Fitness","Mortality",1.5429672792984,0.788612821245733,1,0,0,0,0,0,0,0,0,0,1,0
"301","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",2.51485031876261,1.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"302","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"not_available","Fitness","Reproduction",4.65510784699045,4.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"303","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",3,"not_available","Fitness","Body Condition",-0.0299072955965146,-3.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"304","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"not_available","Fitness","Reproduction",3.65510784699045,3.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"305","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"NOEC","Metabolism","Lipid Metabolism",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"306","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Development",2.9697952171554,2.25704646243326,0,0,0,0,0,0,1,0,0,0,0,1
"307","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",4,"translocatable",6,"LC50","Fitness","Mortality",3.91802324632092,3.19789822975546,0,1,0,0,0,0,0,0,0,0,1,0
"308","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",2.9697952171554,2.25704646243326,0,0,0,0,0,0,1,0,0,0,0,1
"309","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"population","water","Marine","Acute",14,"translocatable",3,"NOEC","Fitness","Development",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"310","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",6.5179013291202,2.97482517859063,0,1,0,0,0,0,0,0,0,0,1,0
"311","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"312","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.31552673818394,-0.634761464958561,0,1,0,0,0,0,0,0,0,0,1,0
"313","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",2.44552043527663,1.29938611169225,0,1,0,0,0,0,0,0,0,0,1,0
"314","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"non-translocatable",6,"not_available","Fitness","Mortality",7.09859210007946,8.00232107509711,0,1,0,0,0,0,0,0,0,0,0,1
"315","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"316","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"317","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"318","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"319","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",3,"not_available","Fitness","Growth",-0.0164264274155527,-0.376884225161244,0,1,0,0,0,0,0,0,0,0,0,1
"320","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"non-translocatable",4,"NOEC","Fitness","Reproduction",1.52332716758557,2.20254207443103,0,0,1,0,0,0,0,0,0,1,0,0
"321","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"322","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",7.64850023245643,7.40133172172363,0,1,0,0,0,0,0,0,0,0,1,0
"323","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"LOEC","Fitness","Growth",7.20733254660097,7.12895605618236,0,0,0,1,0,0,0,0,0,0,1,0
"324","Crustacea","Adult","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"NOEC","Metabolism","Carb Metabolism",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"325","Rotifera","Early","Brachionus plicatilis",0.0547861879401367,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.00151230888174,4.33938556232245,0,1,0,0,0,0,0,0,0,0,1,0
"326","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"327","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",3,"NOEC","Fitness","Growth",4.81802324624991,4.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"328","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"population","water","Marine","Acute",14,"translocatable",3,"not_available","Fitness","Development",2.65510784699045,2.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"329","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"330","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Detoxification",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"331","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",3,"not_available","Fitness","Growth",1.54554761093335,1.55954872583738,0,0,1,0,0,0,0,0,0,1,0,0
"332","Rotifera","Early","Brachionus koreanus",0.0547861879401367,"organism","water","Marine","Acute",12,"translocatable",4,"not_available","Fitness","Reproduction",0.740778818018948,0.753440773955746,0,0,0,0,0,0,1,0,0,0,0,1
"333","Rotifera","Early","Brachionus koreanus",0.0547861879401367,"population","water","Marine","Acute",12,"translocatable",5,"NOEC","Fitness","Reproduction",2.04180881363037,2.05447076956717,0,0,0,0,0,0,1,0,0,0,0,1
"334","Fish","Early","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Acute",12,"translocatable",6,"not_available","Fitness","Mortality",5.29605257953326,2.15329078870666,0,1,0,0,0,0,0,0,0,0,1,0
"335","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"336","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"337","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",3,"NOEC","Fitness","Development",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"338","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",6.89678048780209,6.81840399738348,0,0,0,0,0,0,0,0,1,0,1,0
"339","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"tissue","water","Marine","Chronic",42,"non-translocatable",1,"NOEC","Fitness","Body Condition",1.15370840272509,0.073052012451356,0,0,1,0,0,0,0,0,0,0,1,0
"340","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"LOEC","Fitness","Mortality",6.40242052300447,3.42122676977109,0,1,0,0,0,0,0,0,0,0,1,0
"341","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Acute",7,"non-translocatable",3,"not_available","Fitness","Body Condition",0.894072174478204,-0.186584215795532,0,0,1,0,0,0,0,0,0,0,1,0
"342","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"343","Crustacea","Early","Paracyclopina nana",0.168691080099539,"organism","water","Marine","Acute",7,"translocatable",3,"NOEC","Fitness","Development",4.86634326675287,4.29581656408061,0,0,0,0,0,0,1,0,0,0,0,1
