"","Organism Group","Life Stage","Species","Estimated Maximum Ingestible Size (mm)","Level of Biological Organization","Exposure Route","Environment","Acute/Chronic","Exposure Duration (days)","translocatable","Effect Score","Effect Metric","Broad Endpoint Category","Specific Endpoint Category","Empirical Tissue Translocation ERM Conc. (log 10 particles/mL; 1-5,000 um)","Empirical Food Dilution ERM Conc. (log 10 particles/mL; 1-5,000 um)","PA_fraction","PE_fraction","PET_fraction","PLA_fraction","PMMA_fraction","PP_fraction","PS_fraction","PUR_fraction","PVC_fraction","fiber_fraction","fragment_fraction","sphere_fraction"
"485","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",4,"translocatable",6,"not_available","Fitness","Mortality",5.83003944031204,5.25951273763978,0,0,0,0,0,0,1,0,0,0,0,1
"486","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",6.30528779352368,6.22691130310506,0,0,0,1,0,0,0,0,0,0,1,0
"487","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"488","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"489","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",5.94219804852889,6.09003966972389,0,1,0,0,0,0,0,0,0,0,0,1
"490","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",2,"translocatable",6,"NOEC","Fitness","Mortality",1.1732376388294,0.812779841083711,0,1,0,0,0,0,0,0,0,0,0,1
"491","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"492","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"NOEC","Fitness","Reproduction",0.885369089223392,0.524911291477701,0,1,0,0,0,0,0,0,0,0,0,1
"493","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Chronic",80,"translocatable",3,"NOEC","Fitness","Body Condition",2.64103398502701,-0.227253463006479,0,0,0,0,0,0,1,0,0,0,0,1
"494","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"495","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"496","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Acute",10,"translocatable",3,"NOEC","Fitness","Growth",2.49761184283695,2.8214721601136,0,0,0,0,0,1,0,0,0,1,0,0
"497","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"498","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"499","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",14,"translocatable",6,"not_available","Fitness","Mortality",2.12711008256417,1.4803012036964,0,0,0,0,0,0,1,0,0,0,0,1
"500","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Chronic",42,"translocatable",3,"NOEC","Fitness","Growth",4.67883389641867,4.11398752098409,0,1,0,0,0,0,0,0,0,0,1,0
"501","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"502","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",1.44552043527663,0.299386111692246,0,1,0,0,0,0,0,0,0,0,1,0
"503","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"NOEC","Fitness","Reproduction",0.26341426917849,-0.0970435285672009,0,1,0,0,0,0,0,0,0,0,0,1
"504","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Detoxification",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"505","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"not_available","Fitness","Mortality",9.58647521389079,8.89691812208529,0,1,0,0,0,0,0,0,0,0,0,1
"506","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"507","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",1.51485031876261,0.628264524217287,0,1,0,0,0,0,0,0,0,0,1,0
"508","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",3,"not_available","Fitness","Development",4.65510784699045,4.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"509","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"510","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",5.75445239108657,2.59805581884813,0,1,0,0,0,0,0,0,0,0,1,0
"511","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",3,"not_available","Fitness","Development",4.65510784699045,4.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"512","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.44552043527663,2.29938611169225,0,1,0,0,0,0,0,0,0,0,1,0
"513","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"not_available","Alimentary, Excretory","Digestive Tract Histological Abnormalities",4.55476334906748,2.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"514","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"NOEC","Fitness","Mortality",2.9455204352535,1.79938611166912,0,1,0,0,0,0,0,0,0,0,1,0
"515","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Reproduction",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"516","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",4.51485031876261,3.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"517","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"518","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"519","Echinoderm","Early","Tripneustes gratilla",6.51778454319139,"organism","water","Marine","Acute",5,"translocatable",3,"not_available","Fitness","Growth",2.58988146269188,-0.206676151334681,0,1,0,0,0,0,0,0,0,0,0,1
"520","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Acute",7,"non-translocatable",3,"not_available","Fitness","Body Condition",0.55137110966177,-0.529285280611966,0,0,1,0,0,0,0,0,0,0,1,0
"521","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",10,"non-translocatable",2,"NOEC","Behavioral, Sensory, Neurological","Feeding",5.41050225141479,3.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"522","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"523","Crustacea","Adult","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",5.64116805286491,5.7890096740599,0,1,0,0,0,0,0,0,0,0,0,1
"524","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"not_available","Fitness","Reproduction",0.577808226400453,0.217350428654762,0,1,0,0,0,0,0,0,0,0,0,1
"525","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",3,"LOEC","Fitness","Growth",0.885369089223392,0.524911291477701,0,1,0,0,0,0,0,0,0,0,0,1
"526","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"NOEC","Metabolism","Carb Metabolism",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"527","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",6,"NOEC","Fitness","Mortality",6.81893132474007,3.2758551742105,0,1,0,0,0,0,0,0,0,0,1,0
"528","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"LOEC","Fitness","Mortality",9.27922848177009,8.58967138996459,0,1,0,0,0,0,0,0,0,0,0,1
"529","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"530","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"531","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"LOEC","Fitness","Reproduction",4.81802324624991,4.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"532","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1.5,"translocatable",3,"not_available","Fitness","Development",4.03531908855465,0.689910385974299,0,0,0,0,0,0,1,0,0,0,0,1
"533","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"534","Crustacea","Early","Tigriopus fulvus",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"LOEC","Fitness","Mortality",4.94837056260461,3.64899127632809,0,1,0,0,0,0,0,0,0,0,1,0
"535","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"not_available","Alimentary, Excretory","Digestive Tract Histological Abnormalities",3.55476334906748,1.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"536","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"537","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Chronic",42,"non-translocatable",3,"not_available","Fitness","Growth",0.894072174478204,-0.186584215795532,0,0,1,0,0,0,0,0,0,0,1,0
"538","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Acute",10,"translocatable",6,"LOEC","Fitness","Mortality",4.97986389208265,4.41501751664807,0,1,0,0,0,0,0,0,0,0,1,0
"539","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.44552043527663,2.29938611169225,0,1,0,0,0,0,0,0,0,0,1,0
"540","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"541","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Detoxification",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"542","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",2.16751685470629,-0.437529158583778,0,0,0,0,0,0,1,0,0,0,0,1
"543","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"544","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"non-translocatable",6,"not_available","Fitness","Mortality",1.82435716324956,2.50357207009502,0,0,1,0,0,0,0,0,0,1,0,0
"545","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"546","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"547","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"548","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",6,"NOEC","Fitness","Mortality",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"549","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Acute",10,"translocatable",6,"not_available","Fitness","Mortality",2.97986389208265,2.41501751664807,0,1,0,0,0,0,0,0,0,0,1,0
"550","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"551","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",2,"NOEC","Behavioral, Sensory, Neurological","Feeding",5.85376040058848,4.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"552","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"tissue","water","Marine","Acute",10,"non-translocatable",1,"not_available","Alimentary, Excretory","Digestive Tract Histological Abnormalities",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"553","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"population","water","Marine","Acute",14,"translocatable",3,"NOEC","Fitness","Development",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"554","Crustacea","Early","Tigriopus fulvus",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",3.81893132474007,2.89799206443084,0,1,0,0,0,0,0,0,0,0,1,0
"555","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"556","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"NOEC","Metabolism","Detoxification",5.11399879279861,3.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"557","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"LOEC","Fitness","Mortality",5.27546713121826,3.84121197712832,0,1,0,0,0,0,0,0,0,0,1,0
"558","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"559","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"560","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",1,"translocatable",6,"NOEC","Fitness","Mortality",3.12711008256417,2.4803012036964,0,0,0,0,0,0,1,0,0,0,0,1
"561","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",10,"non-translocatable",2,"NOEC","Behavioral, Sensory, Neurological","Feeding",5.11399879279861,3.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"562","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"563","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"564","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"not_available","Circulatory, Respiratory","Respiration",0.970092704403485,-2.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"565","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","General Metabolism",-0.0299072955965146,-3.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"566","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Alimentary, Excretory","Kidney Histological abnormalities",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"567","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",14,"translocatable",3,"not_available","Fitness","Growth",1.12711008256417,0.480301203696401,0,0,0,0,0,0,1,0,0,0,0,1
"568","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","General Metabolism",0.970092704403485,-2.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"569","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"570","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Detoxification",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"571","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",5.05327966578444,2.44445011536153,0,1,0,0,0,0,0,0,0,0,1,0
"572","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"573","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",3,"not_available","Fitness","Growth",3.81802324624991,3.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"574","Fish","Juvenile","Acanthochromis polyacanthus",8.92479394883856,"organism","water","Marine","Chronic",42,"non-translocatable",1,"NOEC","Behavioral, Sensory, Neurological","Agressivity",1.15370840272509,0.073052012451356,0,0,1,0,0,0,0,0,0,0,1,0
"575","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Development",3.66876522142785,2.95601646670571,0,0,0,0,0,0,1,0,0,0,0,1
"576","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"577","Fish","Early","Danio rerio",0.4,"tissue","water","Freshwater","Acute",20,"translocatable",1,"not_available","Alimentary, Excretory","Kidney Histological abnormalities",3.55476334906748,1.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"578","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"579","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Acute",10,"translocatable",3,"not_available","Fitness","Growth",3.09967183416491,3.42353215144157,0,0,0,0,0,1,0,0,0,1,0,0
"580","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","General Metabolism",-0.0299072955965146,-3.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
